"OA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,MSOA11CD,MSOA11NM,LAD17CD,LAD17NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID"
"E00069126,4c1,Achieving Minorities,E01013697,Leicester 009B,7b,Young ethnic communities,E02002835,Leicester 009,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8560"
"E00069128,4c1,Achieving Minorities,E01013699,Leicester 009C,3b,Asian traits,E02002835,Leicester 009,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8561"
"E00069137,4c1,Achieving Minorities,E01032865,Leicester 009G,7b,Young ethnic communities,E02002835,Leicester 009,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8562"
"E00069138,4c1,Achieving Minorities,E01032865,Leicester 009G,7b,Young ethnic communities,E02002835,Leicester 009,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8563"
"E00069140,4c1,Achieving Minorities,E01032865,Leicester 009G,7b,Young ethnic communities,E02002835,Leicester 009,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8564"
"E00069142,4c1,Achieving Minorities,E01013694,Leicester 013A,7a,Urban cultural mix,E02002839,Leicester 013,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8565"
"E00069152,4c1,Achieving Minorities,E01013698,Leicester 037B,3d,Households in terraces and flats,E02006815,Leicester 037,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8566"
"E00069153,4c1,Achieving Minorities,E01013700,Leicester 013B,3b,Asian traits,E02002839,Leicester 013,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8567"
"E00069155,4c1,Achieving Minorities,E01013699,Leicester 009C,3b,Asian traits,E02002835,Leicester 009,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8568"
"E00069173,4c1,Achieving Minorities,E01013709,Leicester 038D,7b,Young ethnic communities,E02006817,Leicester 038,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8569"
"E00069175,4c1,Achieving Minorities,E01013709,Leicester 038D,7b,Young ethnic communities,E02006817,Leicester 038,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8570"
"E00069177,4c1,Achieving Minorities,E01013709,Leicester 038D,7b,Young ethnic communities,E02006817,Leicester 038,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8571"
"E00069181,4c1,Achieving Minorities,E01013702,Leicester 030E,3b,Asian traits,E02002856,Leicester 030,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8572"
"E00069183,4c1,Achieving Minorities,E01013702,Leicester 030E,3b,Asian traits,E02002856,Leicester 030,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8573"
"E00069185,4c1,Achieving Minorities,E01013702,Leicester 030E,3b,Asian traits,E02002856,Leicester 030,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8574"
"E00069190,4c1,Achieving Minorities,E01013705,Leicester 038C,7a,Urban cultural mix,E02006817,Leicester 038,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8575"
"E00069200,4c1,Achieving Minorities,E01013709,Leicester 038D,7b,Young ethnic communities,E02006817,Leicester 038,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8576"
"E00069201,4c1,Achieving Minorities,E01032599,Leicester 038E,3b,Asian traits,E02006817,Leicester 038,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8577"
"E00069202,4c1,Achieving Minorities,E01032599,Leicester 038E,3b,Asian traits,E02006817,Leicester 038,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8578"
"E00069204,4c1,Achieving Minorities,E01032599,Leicester 038E,3b,Asian traits,E02006817,Leicester 038,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8579"
"E00069205,4c1,Achieving Minorities,E01013710,Leicester 030F,3c,Highly qualified professionals,E02002856,Leicester 030,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8580"
"E00069218,4c1,Achieving Minorities,E01013717,Leicester 010C,7b,Young ethnic communities,E02002836,Leicester 010,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8581"
"E00069238,4c1,Achieving Minorities,E01013714,Leicester 010B,7b,Young ethnic communities,E02002836,Leicester 010,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8582"
"E00069244,4c1,Achieving Minorities,E01013717,Leicester 010C,7b,Young ethnic communities,E02002836,Leicester 010,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8583"
"E00069247,4c1,Achieving Minorities,E01013721,Leicester 012A,3d,Households in terraces and flats,E02002838,Leicester 012,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8584"
"E00069282,4c1,Achieving Minorities,E01013721,Leicester 012A,3d,Households in terraces and flats,E02002838,Leicester 012,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8585"
"E00069300,4c1,Achieving Minorities,E01013735,Leicester 002C,7b,Young ethnic communities,E02002828,Leicester 002,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8586"
"E00068598,4a1,Private Renting Young Families,E01013586,Derby 029C,7a,Urban cultural mix,E02002824,Derby 029,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8587"
"E00068599,4a1,Private Renting Young Families,E01013586,Derby 029C,7a,Urban cultural mix,E02002824,Derby 029,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8588"
"E00068600,4a1,Private Renting Young Families,E01013587,Derby 029D,7a,Urban cultural mix,E02002824,Derby 029,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8589"
"E00068601,4a1,Private Renting Young Families,E01013586,Derby 029C,7a,Urban cultural mix,E02002824,Derby 029,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8590"
"E00068603,4a1,Private Renting Young Families,E01013588,Derby 029E,7a,Urban cultural mix,E02002824,Derby 029,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8591"
"E00068607,4a1,Private Renting Young Families,E01013590,Derby 026E,7a,Urban cultural mix,E02002821,Derby 026,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8592"
"E00068189,6b3,Semi-Detached Ageing,E01013507,Derby 012A,5d,Endeavouring social renters,E02002807,Derby 012,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8593"
"E00068608,4a1,Private Renting Young Families,E01013590,Derby 026E,7a,Urban cultural mix,E02002821,Derby 026,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8594"
"E00068040,4a2,Social Renting New Arrivals,E01033172,Derby 024F,7a,Urban cultural mix,E02002819,Derby 024,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8595"
"E00068195,6b3,Semi-Detached Ageing,E01013505,Derby 006A,8b,Ageing suburbanites,E02002801,Derby 006,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8596"
"E00068199,6b3,Semi-Detached Ageing,E01013505,Derby 006A,8b,Ageing suburbanites,E02002801,Derby 006,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8597"
"E00068201,6b3,Semi-Detached Ageing,E01013505,Derby 006A,8b,Ageing suburbanites,E02002801,Derby 006,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8598"
"E00068204,6b3,Semi-Detached Ageing,E01013506,Derby 006B,5c,Comfortable neighbourhoods,E02002801,Derby 006,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8599"
"E00068209,6b3,Semi-Detached Ageing,E01013507,Derby 012A,5d,Endeavouring social renters,E02002807,Derby 012,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8600"
"E00068213,6b3,Semi-Detached Ageing,E01013509,Derby 012C,5b,Aspiring urban households,E02002807,Derby 012,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8601"
"E00068215,6b3,Semi-Detached Ageing,E01013509,Derby 012C,5b,Aspiring urban households,E02002807,Derby 012,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8602"
"E00068217,6b3,Semi-Detached Ageing,E01013511,Derby 012E,8b,Ageing suburbanites,E02002807,Derby 012,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8603"
"E00068218,6b3,Semi-Detached Ageing,E01013509,Derby 012C,5b,Aspiring urban households,E02002807,Derby 012,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8604"
"E00068271,6b3,Semi-Detached Ageing,E01013514,Derby 031A,8c,Comfortable suburbia,E02002826,Derby 031,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8605"
"E00068282,6b3,Semi-Detached Ageing,E01013527,Derby 005B,8a,Affluent communities,E02002800,Derby 005,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8606"
"E00068340,6b3,Semi-Detached Ageing,E01013537,Derby 007D,5b,Aspiring urban households,E02002802,Derby 007,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8607"
"E00068400,6b3,Semi-Detached Ageing,E01013555,Derby 009E,5d,Endeavouring social renters,E02002804,Derby 009,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8608"
"E00068444,6b3,Semi-Detached Ageing,E01013563,Derby 019E,8b,Ageing suburbanites,E02002814,Derby 019,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8609"
"E00068447,6b3,Semi-Detached Ageing,E01013563,Derby 019E,8b,Ageing suburbanites,E02002814,Derby 019,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8610"
"E00068448,6b3,Semi-Detached Ageing,E01013559,Derby 015D,8c,Comfortable suburbia,E02002810,Derby 015,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8611"
"E00068467,6b3,Semi-Detached Ageing,E01013557,Derby 015B,8b,Ageing suburbanites,E02002810,Derby 015,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8612"
"E00068478,6b3,Semi-Detached Ageing,E01013558,Derby 015C,3b,Asian traits,E02002810,Derby 015,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8613"
"E00068481,6b3,Semi-Detached Ageing,E01013561,Derby 019C,8b,Ageing suburbanites,E02002814,Derby 019,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8614"
"E00069313,4c1,Achieving Minorities,E01013734,Leicester 002B,7b,Young ethnic communities,E02002828,Leicester 002,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8615"
"E00068202,8d1,Young Hard-Pressed Families,E01013508,Derby 012B,4a,Challenged white communities,E02002807,Derby 012,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8616"
"E00068570,6b3,Semi-Detached Ageing,E01013582,Derby 006E,5d,Endeavouring social renters,E02002801,Derby 006,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8617"
"E00068617,6b3,Semi-Detached Ageing,E01013599,Derby 010D,8b,Ageing suburbanites,E02002805,Derby 010,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8618"
"E00068622,6b3,Semi-Detached Ageing,E01013594,Derby 010B,8b,Ageing suburbanites,E02002805,Derby 010,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8619"
"E00068623,6b3,Semi-Detached Ageing,E01013594,Derby 010B,8b,Ageing suburbanites,E02002805,Derby 010,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8620"
"E00068624,6b3,Semi-Detached Ageing,E01013599,Derby 010D,8b,Ageing suburbanites,E02002805,Derby 010,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8621"
"E00068625,6b3,Semi-Detached Ageing,E01013596,Derby 010C,8b,Ageing suburbanites,E02002805,Derby 010,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8622"
"E00068627,6b3,Semi-Detached Ageing,E01013594,Derby 010B,8b,Ageing suburbanites,E02002805,Derby 010,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8623"
"E00068633,6b3,Semi-Detached Ageing,E01013596,Derby 010C,8b,Ageing suburbanites,E02002805,Derby 010,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8624"
"E00068641,6b3,Semi-Detached Ageing,E01013593,Derby 014A,8b,Ageing suburbanites,E02002809,Derby 014,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8625"
"E00068644,6b3,Semi-Detached Ageing,E01013593,Derby 014A,8b,Ageing suburbanites,E02002809,Derby 014,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8626"
"E00067919,4a2,Social Renting New Arrivals,E01013460,Derby 013E,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8627"
"E00067920,4a2,Social Renting New Arrivals,E01013456,Derby 013C,7a,Urban cultural mix,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8628"
"E00067928,4a2,Social Renting New Arrivals,E01013457,Derby 013D,7a,Urban cultural mix,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8629"
"E00067930,4a2,Social Renting New Arrivals,E01013457,Derby 013D,7a,Urban cultural mix,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8630"
"E00067943,4a2,Social Renting New Arrivals,E01013460,Derby 013E,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8631"
"E00067945,4a2,Social Renting New Arrivals,E01013456,Derby 013C,7a,Urban cultural mix,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8632"
"E00067946,4a2,Social Renting New Arrivals,E01013453,Derby 013A,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8633"
"E00067947,4a2,Social Renting New Arrivals,E01013453,Derby 013A,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8634"
"E00067949,4a2,Social Renting New Arrivals,E01013460,Derby 013E,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8635"
"E00067950,4a2,Social Renting New Arrivals,E01013453,Derby 013A,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8636"
"E00067953,4a2,Social Renting New Arrivals,E01013456,Derby 013C,7a,Urban cultural mix,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8637"
"E00067954,4a2,Social Renting New Arrivals,E01013454,Derby 013B,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8638"
"E00067955,4a2,Social Renting New Arrivals,E01013456,Derby 013C,7a,Urban cultural mix,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8639"
"E00067956,4a2,Social Renting New Arrivals,E01013457,Derby 013D,7a,Urban cultural mix,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8640"
"E00068611,4a1,Private Renting Young Families,E01013590,Derby 026E,7a,Urban cultural mix,E02002821,Derby 026,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8641"
"E00068044,4a2,Social Renting New Arrivals,E01013471,Derby 025A,3d,Households in terraces and flats,E02002820,Derby 025,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8642"
"E00068203,8d1,Young Hard-Pressed Families,E01013508,Derby 012B,4a,Challenged white communities,E02002807,Derby 012,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8643"
"E00068048,4a2,Social Renting New Arrivals,E01033171,Derby 024E,3d,Households in terraces and flats,E02002819,Derby 024,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8644"
"E00069316,4c1,Achieving Minorities,E01013736,Leicester 002D,3b,Asian traits,E02002828,Leicester 002,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8645"
"E00068612,4a1,Private Renting Young Families,E01013590,Derby 026E,7a,Urban cultural mix,E02002821,Derby 026,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8646"
"E00068065,4a2,Social Renting New Arrivals,E01013479,Derby 013F,1a,Cosmopolitan student neighbourhoods,E02002808,Derby 013,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8647"
"E00068318,8d1,Young Hard-Pressed Families,E01013533,Derby 007A,4c,Hampered neighbourhoods,E02002802,Derby 007,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8648"
"E00069317,4c1,Achieving Minorities,E01013737,Leicester 002E,7b,Young ethnic communities,E02002828,Leicester 002,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8649"
"E00068613,4a1,Private Renting Young Families,E01013584,Derby 029A,7a,Urban cultural mix,E02002824,Derby 029,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8650"
"E00068073,4a2,Social Renting New Arrivals,E01013480,Derby 016A,7a,Urban cultural mix,E02002811,Derby 016,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8651"
"E00068324,8d1,Young Hard-Pressed Families,E01013531,Derby 004B,5d,Endeavouring social renters,E02002799,Derby 004,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8652"
"E00069319,4c1,Achieving Minorities,E01013737,Leicester 002E,7b,Young ethnic communities,E02002828,Leicester 002,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8653"
"E00068614,4a1,Private Renting Young Families,E01013591,Derby 026F,7a,Urban cultural mix,E02002821,Derby 026,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8654"
"E00068076,4a2,Social Renting New Arrivals,E01013480,Derby 016A,7a,Urban cultural mix,E02002811,Derby 016,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8655"
"E00068330,8d1,Young Hard-Pressed Families,E01013533,Derby 007A,4c,Hampered neighbourhoods,E02002802,Derby 007,E06000015,Derby,8a1r,Industrial and Multi-ethnic,E12000004,East Midlands,E92000001,England,8656"
"E00069320,4c1,Achieving Minorities,E01013737,Leicester 002E,7b,Young ethnic communities,E02002828,Leicester 002,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8657"
"E00069322,4c1,Achieving Minorities,E01013735,Leicester 002C,7b,Young ethnic communities,E02002828,Leicester 002,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8658"
"E00069323,4c1,Achieving Minorities,E01013737,Leicester 002E,7b,Young ethnic communities,E02002828,Leicester 002,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8659"
"E00069324,4c1,Achieving Minorities,E01013739,Leicester 005B,7b,Young ethnic communities,E02002831,Leicester 005,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8660"
"E00069327,4c1,Achieving Minorities,E01013737,Leicester 002E,7b,Young ethnic communities,E02002828,Leicester 002,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8661"
"E00069328,4c1,Achieving Minorities,E01013738,Leicester 006E,7b,Young ethnic communities,E02002832,Leicester 006,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8662"
"E00069329,4c1,Achieving Minorities,E01013740,Leicester 005C,7b,Young ethnic communities,E02002831,Leicester 005,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8663"
"E00069330,4c1,Achieving Minorities,E01013740,Leicester 005C,7b,Young ethnic communities,E02002831,Leicester 005,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8664"
"E00069333,4c1,Achieving Minorities,E01013738,Leicester 006E,7b,Young ethnic communities,E02002832,Leicester 006,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8665"
"E00069334,4c1,Achieving Minorities,E01013734,Leicester 002B,7b,Young ethnic communities,E02002828,Leicester 002,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8666"
"E00069335,4c1,Achieving Minorities,E01013740,Leicester 005C,7b,Young ethnic communities,E02002831,Leicester 005,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8667"
"E00069336,4c1,Achieving Minorities,E01013741,Leicester 005D,7b,Young ethnic communities,E02002831,Leicester 005,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8668"
"E00069337,4c1,Achieving Minorities,E01013738,Leicester 006E,7b,Young ethnic communities,E02002832,Leicester 006,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8669"
"E00069338,4c1,Achieving Minorities,E01013741,Leicester 005D,7b,Young ethnic communities,E02002831,Leicester 005,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8670"
"E00069339,4c1,Achieving Minorities,E01013741,Leicester 005D,7b,Young ethnic communities,E02002831,Leicester 005,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8671"
"E00069340,4c1,Achieving Minorities,E01013740,Leicester 005C,7b,Young ethnic communities,E02002831,Leicester 005,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8672"
"E00069341,4c1,Achieving Minorities,E01013741,Leicester 005D,7b,Young ethnic communities,E02002831,Leicester 005,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8673"
"E00069343,4c1,Achieving Minorities,E01013732,Leicester 005A,7b,Young ethnic communities,E02002831,Leicester 005,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8674"
"E00069344,4c1,Achieving Minorities,E01013747,Leicester 021C,7b,Young ethnic communities,E02002847,Leicester 021,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8675"
"E00069385,4c1,Achieving Minorities,E01013749,Leicester 021D,7b,Young ethnic communities,E02002847,Leicester 021,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8676"
"E00069389,4c1,Achieving Minorities,E01013750,Leicester 021E,7b,Young ethnic communities,E02002847,Leicester 021,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8677"
"E00069408,4c1,Achieving Minorities,E01013758,Leicester 021F,7b,Young ethnic communities,E02002847,Leicester 021,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8678"
"E00069417,4c1,Achieving Minorities,E01013757,Leicester 027B,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8679"
"E00069418,4c1,Achieving Minorities,E01013759,Leicester 027C,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8680"
"E00069423,4c1,Achieving Minorities,E01013758,Leicester 021F,7b,Young ethnic communities,E02002847,Leicester 021,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8681"
"E00069424,4c1,Achieving Minorities,E01013764,Leicester 027E,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8682"
"E00069425,4c1,Achieving Minorities,E01013764,Leicester 027E,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8683"
"E00069427,4c1,Achieving Minorities,E01013764,Leicester 027E,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8684"
"E00069428,4c1,Achieving Minorities,E01013764,Leicester 027E,7b,Young ethnic communities,E02002853,Leicester 027,E06000016,Leicester,4a1r,Ethnically Diverse Metropolitan  Living,E12000004,East Midlands,E92000001,England,8685"
