AADFYear,CP,Estimation_method,Estimation_method_detailed,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,A-Junction,B-Junction,LenNet,LenNet_miles,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2000,8647,Estimated,Estimated using previous year's AADF on this link,West Midlands,Warwickshire,A422,PA,408205,256681,52.20829364,-1.881345327,C road to Kingley,A435(T),0.4,0.25,28,72,7252,84,995,170,37,24,19,44,36,330,8733
2000,8649,Counted,Manual count,South East,Milton Keynes,A509,PA,489920,255000,52.18592803,-0.68614958,A428,LA Boundary,1.3,0.81,2,103,8943,47,1238,355,54,57,71,139,155,831,11162
2000,8651,Estimated,Estimated using previous year's AADF on this link,South West,Somerset,A361,PA,377021,145588,51.20903315,-2.330330659,B3090,B3092,1.8,1.12,2,82,5337,14,1020,450,291,345,95,357,237,1775,8228
2000,8653,Estimated,Estimated using previous year's AADF on this link,North West,East Cheshire,A500,TA,365300,353640,53.07885131,-2.519441562,A51,A530,0.9,0.56,162,262,12264,331,261,861,557,128,13,96,148,1803,14921
2000,8655,Estimated,Estimated using previous year's AADF on this link,North West,Lancashire,A6068,PA,389680,440440,53.86007867,-2.158391643,A56,Bent Lane,1.4,0.87,47,38,7402,76,1478,358,31,19,67,88,62,625,9619
2000,8656,Estimated,Estimated using previous year's AADF on this link,West Midlands,Warwickshire,A452,PA,431457,265624,52.28785957,-1.540250434,A425,A445,2,1.24,92,121,15190,214,1181,104,28,39,10,12,12,205,16911
2000,8657,Counted,Manual count,East Midlands,Nottinghamshire,A46,TA,478294,353639,53.07425579,-0.832812695,B6166,A616/A617,2.7,1.68,2,112,11303,41,1894,600,109,50,209,487,311,1766,15116
2000,8658,Counted,Manual count,East Midlands,Leicestershire,A453,TA,447154,326002,52.82948873,-1.301578766,A42,A50/M1,2.3,1.43,12,175,17734,124,2188,730,79,79,265,503,275,1931,22152
2000,8659,Counted,Manual count,South East,Oxfordshire,A422,PA,444000,241272,52.06808007,-1.359527265,B4100,B4100,1,0.62,60,201,12956,84,1173,300,44,58,25,19,4,450,14864
2000,8660,Counted,Manual count,South East,Oxfordshire,A41,TA,458210,221710,51.89091452,-1.155560967,B4100,B4030,1.5,0.93,9,155,19635,85,2285,867,91,112,175,366,179,1790,23950
2000,8661,Estimated,Estimated using previous year's AADF on this link,North West,West Cheshire,A51,PA,343560,366750,53.19482424,-2.846250702,A41,A55,0.2,0.12,47,159,22752,296,2100,740,97,27,102,197,124,1287,26594
2000,8662,Estimated,Estimated using previous year's AADF on this link,West Midlands,Warwickshire,A435,TA,408450,256590,52.20747187,-1.877762217,A46,A422,0.5,0.31,0,138,15715,65,2064,527,75,68,75,135,272,1152,19134
2000,8664,Estimated,Estimated using previous year's AADF on this link,London,Bexley,A221,PA,549130,175330,51.45731232,0.145106257,A207 Albion Rd,A207 Arnsberg Way,0.7,0.43,100,157,12129,1076,1095,198,12,7,8,4,3,232,14689
2000,8670,Estimated,Estimated using previous year's AADF on this link,London,Haringey,A1055,PA,535180,191450,51.60567017,-0.049368933,Monument Way/Ferry Lane roundabout,LA Boundary,2.3,1.43,45,647,26539,385,5511,1511,171,219,69,104,100,2174,35256
2000,8673,Estimated,Estimated using previous year's AADF on this link,North East,Middlesbrough,A66,PA,451010,520170,54.57418199,-1.212440822,A66 split,A171,1.3,0.81,13,227,33487,537,5458,1347,178,258,276,970,764,3793,43502
2000,8675,Estimated,Estimated using previous year's AADF on this link,North East,Durham,A689,PA,425170,529200,54.65727037,-1.611372272,A688,A167,5.8,3.6,3,42,7320,57,1096,281,47,85,30,83,42,568,9083
2000,8677,Counted,Manual count,East Midlands,Lincolnshire,A16,TA,532076,341004,52.95016942,-0.035620883,A17,Tytton Lane East,8.4,5.22,65,141,9513,63,1742,279,61,58,149,326,277,1150,12609
2000,8678,Estimated,Estimated using previous year's AADF on this link,East of England,Peterborough,A1139,PA,520800,301660,52.59931328,-0.217858578,A1139,A15,1.8,1.12,2,226,11546,61,1839,385,70,129,127,347,330,1388,15060
2000,8679,Counted,Manual count,East of England,Peterborough,A15,PA,517060,305000,52.63014305,-0.271869356,B1443,A47,5.4,3.36,17,120,10442,63,1406,628,80,144,103,358,422,1735,13766
2000,8683,Estimated,Estimated using previous year's AADF on this link,South West,Devon,A35,TA,329800,96906,50.76747751,-2.996812945,A358,LA Boundary,5.4,3.36,0,18,6425,31,909,242,56,40,40,56,56,490,7873
2000,8687,Estimated,Estimated using previous year's AADF on this link,South East,Brighton and Hove,A270,PA,526486,105809,50.83799816,-0.205034549,A293,A2038,0.2,0.12,176,374,25099,330,3529,509,105,104,19,81,44,862,30194
2000,8692,Estimated,Estimated using previous year's AADF on this link,West Midlands,Sandwell,A4031,PA,400980,293100,52.53576362,-1.986982868,B4149,A4031 Lyndhurst Road,0.5,0.31,84,115,12548,442,1687,170,28,21,10,7,20,256,15048
2000,8694,Counted,Manual count,East Midlands,Northamptonshire,A14,TA,484302,280029,52.41177843,-0.762046582,6,7,4.5,2.8,28,167,35080,150,5397,2180,263,500,658,2401,2164,8166,48960
2000,8696,Estimated,Estimated using previous year's AADF on this link,North East,Stockton-on-Tees,A1305,PA,444390,518760,54.56213431,-1.315049205,A135,A177,1.2,0.75,119,140,12748,29,1647,335,31,5,9,4,4,388,14952
2000,8697,Estimated,Estimated using previous year's AADF on this link,North West,Knowsley,M57,TM,340850,397200,53.46820086,-2.892504786,5,6,1.6,0.99,0,158,34941,100,5723,1553,292,441,438,1258,1292,5274,46196
2000,8698,Counted,Manual count,West Midlands,Shropshire,A41,TA,352341,343001,52.98222157,-2.711299139,A49 / B5395,LA Boundary,1,0.62,4,28,7059,44,1007,363,77,32,134,357,230,1193,9331
2000,8699,Estimated,Estimated using previous year's AADF on this link,West Midlands,Shropshire,A41,TA,355026,339705,52.95282777,-2.670851812,B5395,A525 / B5476,0.8,0.5,2,41,6854,33,1134,469,64,100,224,552,346,1755,9817
2000,8700,Counted,Manual count,North West,East Cheshire,A49,TA,355801,352750,53.07014795,-2.661107521,LA Boundary,A534,10.3,6.4,0,7,2825,13,581,246,33,39,71,183,124,696,4122
2000,8701,Counted,Manual count,North West,Cumbria,A595,TA,298000,518000,54.54694221,-3.578348046,A5094,A5094,2.5,1.55,18,47,10032,104,919,287,44,23,48,94,55,551,11653
2000,8702,Counted,Manual count,East of England,Norfolk,A47,TA,610343,311964,52.66456342,1.109108417,C167 Berry's Lane,A1074,6.3,3.91,3,189,17218,104,2601,746,102,123,244,469,257,1941,22053
2000,8703,Estimated,Estimated using previous year's AADF on this link,East of England,Cambridgeshire,A603,PA,545870,258400,52.20452996,0.133202185,A1307,A1134,1.7,1.06,1795,479,14412,111,1973,386,28,18,9,7,12,460,17435
2000,8704,Estimated,Estimated using previous year's AADF on this link,South East,Hampshire,A30,PA,478500,158390,51.31921248,-0.874937675,B3016,A327,0.8,0.5,10,200,12766,40,1334,279,51,18,26,29,28,431,14771
2000,8705,Counted,Manual count,South East,Wokingham,A329,PA,482700,168630,51.41067324,-0.812304093,A329 Wiltshire Rd,A329(M),2.1,1.3,85,193,19993,155,2083,437,37,25,40,29,15,583,23007
2000,8706,Counted,Manual count,East of England,Hertfordshire,A6141,PA,523400,231090,51.96460288,-0.205298508,A1(M),Baldock Lane,0.3,0.19,40,301,22619,273,2842,591,64,41,78,113,60,947,26982
2000,8707,Counted,Manual count,East of England,Hertfordshire,A412,PA,510800,197500,51.66536606,-0.399344091,A411,A41(T),2.5,1.55,338,301,17996,602,2417,298,28,6,15,26,20,393,21709
2000,8708,Counted,Manual count,East of England,Central Bedfordshire,A5065,PA,505008,222108,51.88765054,-0.475623364,Cradock Rd,LA Boundary,1.4,0.87,51,431,19551,132,2759,761,54,30,64,124,91,1124,23997
2000,8709,Estimated,Estimated using previous year's AADF on this link,East of England,Essex,A1168,PA,543300,197200,51.65533031,0.070156671,Oakwood Hill,A121,1.9,1.18,24,170,12078,159,1580,293,19,9,21,14,22,378,14365
"2000,8710,Estimated,Estimated using previous year's AADF on this link,Yorkshire and The Humber,Sheffield,A621,PA,432000,380860,53.32370246,-1.521047091,""Hillfoot Rd, Totley"",B6068,3.5,2.17,79,51,10976,285,1004,154,15,45,15,20,16,265,12581"
2000,8712,Counted,Manual count,Yorkshire and The Humber,North East Lincolnshire,A180,PA,527500,410450,53.57516175,-0.075881127,A180(T),A1098/A46,3.5,2.17,173,288,23633,265,3646,589,131,47,115,177,230,1289,29121
2000,8713,Estimated,Estimated using previous year's AADF on this link,East Midlands,Derbyshire,A619,PA,438962,372973,53.25234696,-1.417496819,A61,B6050,1.9,1.18,20,161,18423,188,1552,519,46,39,52,92,66,814,21138
2000,8714,Counted,Manual count,East Midlands,Leicestershire,A6,TA,454720,318000,52.75684864,-1.1906307,Loughborough Rd (non-A6),Cedar Rd,1.5,0.93,479,340,25594,364,3295,792,64,61,76,131,47,1171,30764
"2000,8715,Counted,Manual count,East Midlands,Lincolnshire,A158,PA,547000,367200,53.18159767,0.198292297,A1028,""Lincoln Rd, Skegness"",9.6,5.97,16,34,11153,121,1236,323,28,26,46,62,28,513,13057"
2000,8716,Counted,Manual count,East Midlands,Leicester,A5199,PA,459480,301800,52.61073151,-1.123029457,A563,B568,2.1,1.3,193,224,20777,406,2331,319,27,8,12,15,13,394,24132
2000,8718,Counted,Manual count,South East,Milton Keynes,A509,PA,486000,239880,52.05064843,-0.747287888,B4034,Tongwell St,2.8,1.74,1,122,18822,76,1410,252,30,27,40,83,51,483,20913
2000,8719,Estimated,Estimated using previous year's AADF on this link,East of England,Bedford,A603,PA,505987,248980,52.12897542,-0.453098708,A5140,B562 Eastcotts Rd,1.4,0.87,98,160,18079,214,1674,155,16,21,16,27,18,253,20380
2000,8720,Estimated,Estimated using previous year's AADF on this link,South West,Poole,A350,PA,401000,90744,50.71632605,-1.987199679,B3068 Blandford Road,A350 Holes Bay Road/Towngate Bridge (roundanbout),1.1,0.68,115,313,13414,211,1440,233,30,15,21,62,57,418,15796
2000,8721,Counted,Manual count,South East,West Sussex,A259,PA,515500,102700,50.81234668,-0.361962861,A24,A2025,3.9,2.42,367,198,20152,209,1977,419,18,9,31,9,6,492,23028
2000,8723,Counted,Manual count,South East,Hampshire,A272,PA,470000,124300,51.01383038,-1.003513749,A32,A3(T),9.8,6.09,10,192,5269,26,698,281,36,43,54,48,31,493,6678
2000,8725,Estimated,Estimated using previous year's AADF on this link,East Midlands,Leicestershire,A508,PA,473900,286000,52.46694996,-0.91362235,LA Boundary,Lathkill St,0.9,0.56,17,54,5860,38,923,172,31,12,20,25,27,287,7162
2000,8727,Estimated,Estimated using previous year's AADF on this link,South East,Kent,A20,PA,558000,162600,51.34053492,0.267008445,A225,M20 JCT 2,8.6,5.34,33,177,6588,85,1509,118,12,13,23,13,13,192,8551
2000,8729,Counted,Manual count,South West,Dorset,A354,PA,403218,119830,50.97787346,-1.955536215,B3081 Handley Cross Roundabout,LA Boundary,3.9,2.42,0,78,4975,25,675,154,25,12,38,88,29,346,6099
2000,8731,Counted,Manual count,South West,Somerset,A303,TA,374000,129610,51.06523148,-2.372417529,A371,B3081,4.8,2.98,4,165,17691,118,1805,527,132,90,240,517,305,1811,21590
2000,8732,Estimated,Estimated using previous year's AADF on this link,West Midlands,Shropshire,A5,TA,344796,312995,52.71178784,-2.818575002,A458,A488,3.2,1.99,0,123,18953,141,1886,745,178,130,298,624,390,2365,23468
2000,8733,Estimated,Estimated using previous year's AADF on this link,West Midlands,Shropshire,A49,TA,352700,312650,52.70943682,-2.701539469,A5,B5062,2.6,1.62,6,100,13001,46,2398,888,161,207,156,322,225,1959,17504
2000,8734,Estimated,Estimated using previous year's AADF on this link,West Midlands,Shropshire,A458,PA,346060,313220,52.71393802,-2.799904109,Gains Park Way,B4380 mid-junction,1.5,0.93,99,110,7330,285,1207,195,33,22,8,14,6,278,9210
2000,8735,Counted,Manual count,West Midlands,Shropshire,A49,TA,347892,306001,52.64922753,-2.7716431,A489,A5,27.1,16.84,7,141,8936,57,1433,409,142,83,144,363,199,1340,11907
2000,8736,Estimated,Estimated using previous year's AADF on this link,North West,East Cheshire,A536,PA,391940,373170,53.25547645,-2.122270527,A523(T),A538,0.4,0.25,105,89,11183,239,1494,264,40,57,12,34,24,431,13436
2000,8737,Estimated,Estimated using previous year's AADF on this link,London,Bromley,A21,PA,540350,169600,51.40806556,0.016549807,A222,A2212,0.5,0.31,199,463,26021,1042,2582,854,51,27,42,17,17,1008,31116
2000,8739,Counted,Manual count,East of England,Norfolk,A47,TA,603373,313532,52.68129699,1.007160527,A1075,C167 Berry's Lane,10.6,6.59,2,120,16561,104,2588,691,80,99,277,457,258,1862,21235
2000,8743,Counted,Manual count,Yorkshire and The Humber,North Yorkshire,A661,PA,434880,453780,53.97891135,-1.469654377,LA Boundary,A658,7.6,4.72,14,79,9438,74,443,379,39,98,27,144,66,753,10787
2000,8744,Estimated,Estimated using previous year's AADF on this link,Yorkshire and The Humber,Sheffield,A61,PA,435356,386400,53.3732846,-1.470048978,A621 Eyre St,A61 Shoreham St,0.4,0.25,89,150,27255,1180,3406,513,40,23,35,34,19,664,32655
2000,8745,Estimated,Estimated using previous year's AADF on this link,Yorkshire and The Humber,Barnsley,A635,PA,434724,406962,53.55813937,-1.477283437,Church Lane,A61,0.7,0.43,8,85,13717,60,1149,142,16,6,5,10,8,187,15198
2000,8748,Estimated,Estimated using previous year's AADF on this link,South East,Kent,A2,TA,632000,144388,51.1516986,1.316020053,A256,A258,1.9,1.18,18,126,11540,280,1555,363,57,50,95,423,387,1375,14876
2000,8749,Estimated,Estimated using previous year's AADF on this link,South East,Kent,A2,TA,622100,149540,51.20187861,1.17787801,A260,A2 spur to A260,1.6,0.99,2,87,11337,430,1652,341,60,39,67,376,435,1318,14824
"2000,8751,Counted,Manual count,West Midlands,Staffordshire,A523,TA,396880,357817,53.11752332,-2.048069426,""Kiln Lane, Leek"",B5331 Rudyard Rd,1.7,1.06,11,47,8497,80,1180,305,68,89,59,74,35,630,10434"
2000,8754,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PA,538520,178900,51.49208585,-0.006106795,Ferry Street,A1261,2.7,1.68,320,438,5667,413,381,818,500,33,25,47,0,1423,8322
2000,8755,Counted,Manual count,East of England,Norfolk,A1242,PA,624420,308055,52.62384277,1.314255401,A1242,A1242,0.2,0.12,161,143,9405,282,948,135,15,12,20,22,8,212,10990
2000,8756,Estimated,Estimated using previous year's AADF on this link,East of England,Norfolk,A1054,PA,624180,307125,52.61559533,1.310085689,A146,A147,0.8,0.5,114,440,21539,155,3120,629,55,75,85,106,0,950,26204
2000,8757,Counted,Manual count,East of England,Norfolk,A47,TA,616346,309047,52.63602123,1.195821026,A1074,A11,6.1,3.79,1,196,21120,106,3064,690,122,209,203,424,182,1830,26316
2000,8758,Estimated,Estimated using previous year's AADF on this link,Yorkshire and The Humber,Sheffield,A61,PA,435770,386680,53.37577353,-1.463795096,Shoreham St,Fornham St,0.2,0.12,90,154,12557,1455,1740,273,34,20,22,38,21,408,16314
2000,8759,Counted,Manual count,North West,Lancashire,M6,TM,354152,434703,53.80658931,-2.69768333,M6 (32) North,M6 (32) South,1,0.62,0,216,35535,352,4261,1715,213,359,795,2624,1926,7632,47996
2000,9012,Estimated,Estimated using previous year's AADF on this link,East Midlands,Northamptonshire,A43,TA,486150,280604,52.41665897,-0.734737141,A14(T),A6003/A6900,2.3,1.43,19,126,17311,59,2584,1021,82,96,345,686,622,2852,22932
2000,9015,Counted,Manual count,East of England,Hertfordshire,A41,TA,505820,203140,51.71701703,-0.469612846,M25 JCT 20,A414,4.9,3.04,2,642,29226,101,3581,852,106,109,122,221,144,1554,35104
"2000,9017,Estimated,Estimated using previous year's AADF on this link,East of England,Hertfordshire,A4251,PA,500840,206880,51.75154927,-0.540592191,""Hall Park Gate, Berkhamstead"",A41,2.8,1.74,97,112,8894,70,1117,213,21,12,14,15,6,281,10474"
2000,9029,Estimated,Estimated using previous year's AADF on this link,London,Merton,A217,PA,527820,169190,51.40734091,-0.163648647,A236,A216,0.7,0.43,424,584,28465,1162,2164,608,66,36,55,10,46,821,33196
2000,9032,Counted,Manual count,East Midlands,Northamptonshire,A14,TA,476550,279157,52.40507855,-0.876188037,A508,A6(T),7.2,4.47,3,164,27031,110,4041,1979,217,374,815,2215,2124,7724,39070
"2000,9039,Counted,Manual count,East Midlands,Lincolnshire,A607,PA,498250,360000,53.12812325,-0.533096053,A153,""Tinker's Lane, Waddington"",23.4,14.54,26,78,6533,57,1038,158,8,8,44,13,3,234,7940"
2000,9041,Counted,Manual count,South East,Hampshire,M3,TM,446750,124854,51.02116729,-1.334845058,11,12,5.7,3.54,0,570,84121,731,11348,3273,433,269,1361,3349,2039,10724,107494
2000,9042,Counted,Manual count,South East,Hampshire,M3,TM,449609,129438,51.06214525,-1.293460155,9,10,2.3,1.43,0,437,72354,334,9080,3047,307,420,1279,3586,1807,10446,92651
2000,9044,Counted,Manual count,South East,Hampshire,A3,TA,471166,116138,50.94030404,-0.988490252,Jnc with A3(M),South of QE Country Park,4.5,2.8,7,210,36519,302,4949,1144,127,106,198,340,225,2140,44120
2000,9046,Estimated,Estimated using previous year's AADF on this link,North West,Wirral,A5139,PA,329800,391200,53.41291971,-3.057593231,M53,A5088,1.4,0.87,10,229,16949,104,2081,198,106,99,170,269,580,1422,20785
2000,9047,Estimated,Estimated using previous year's AADF on this link,East Midlands,Leicestershire,A6,TA,459116,311457,52.69757455,-1.126676828,A46(T),spur from Cossington Lane,1.8,1.12,62,214,27697,328,3737,909,138,393,75,174,109,1798,33774
2000,9048,Counted,Manual count,East of England,Cambridgeshire,A11,TA,555346,254512,52.16701592,0.26997697,A1307,A1304,8,4.97,1,219,23234,197,3160,1184,122,91,334,780,961,3472,30282
2000,9049,Counted,Manual count,South West,Dorset,A35,TA,342900,92760,50.7316378,-2.810430897,A3052 Woods Farm Roundabout,B3157 West Bay Rd roundabout,12.3,7.64,4,58,10723,117,1364,378,36,19,65,88,60,646,12908
2000,9050,Estimated,Estimated using previous year's AADF on this link,Yorkshire and The Humber,Leeds,M621,TM,428954,431691,53.78074955,-1.562086223,2,2A,0.7,0.43,0,127,27144,272,4798,1500,158,155,420,612,394,3239,35580
2000,9053,Counted,Manual count,North West,Cumbria,A69,TA,359000,562927,54.95928346,-2.641808576,A6071,LA Boundary,7.2,4.47,2,97,8794,135,1133,435,60,47,204,528,323,1597,11756
2000,10500,Counted,Manual count,Wales,Newport,M4,TM,335000,189300,51.59877705,-2.939835263,25,24,4.3,2.67,0,462,68266,530,9201,3650,421,312,1405,4389,2149,12326,90785
"2000,10502,Counted,Manual count,Wales,""Rhondda, Cynon, Taff"",M4,TM,302800,180540,51.51539368,-3.402174199,35,LA Boundary,9.8,6.09,0,193,51309,311,8385,2213,378,391,719,1980,1462,7143,67341"
2000,10505,Counted,Manual count,Wales,Carmarthenshire,M4,TM,257364,206767,51.74140312,-4.067273253,49,48,4.4,2.73,0,134,24358,157,3187,1189,305,181,341,830,215,3061,30897
2000,10506,Estimated,Estimated using previous year's AADF on this link,Wales,Isle of Anglesey,A5,PA,255000,372080,53.22591733,-4.173515101,A55,B5420 roundabout Menai Bridge (Porthaethwy),1.6,0.99,30,75,7485,125,600,76,12,8,2,3,2,103,8388
2000,10507,Counted,Manual count,Wales,Gwynedd,A5,PA,259220,372000,53.22633446,-4.110313061,Rhodfa Penrhyn (Penrhyn Ave),A55,3,1.86,52,74,8438,344,888,267,15,53,14,33,10,392,10136
2000,10508,Estimated,Estimated using previous year's AADF on this link,Wales,Conwy,A5,TA,279920,355650,53.08452425,-3.79427511,A470N,A470S,0.2,0.12,15,173,4508,77,666,170,22,12,9,28,13,254,5678
2000,10509,Estimated,Estimated using previous year's AADF on this link,Wales,Denbighshire,A5,TA,305000,343500,52.98039626,-3.416383568,A494S,A494N,2.4,1.49,2,64,4229,55,964,151,48,28,49,54,60,390,5702
2000,10510,Counted,Manual count,Wales,Monmouthshire,A40,TA,352640,215000,51.83159564,-2.688682574,A466,LA Boundary,2.1,1.3,5,124,20739,159,2760,1424,154,116,619,1602,852,4767,28549
2000,10514,Estimated,Estimated using previous year's AADF on this link,Wales,Carmarthenshire,A40,TA,276507,234376,51.9940601,-3.800054709,A483,A4069,0.3,0.19,22,49,4646,53,927,136,36,12,13,45,43,285,5960
2000,10517,Counted,Manual count,Wales,Pembrokeshire,A40,TA,200000,215815,51.80511016,-4.902335016,A4076,A4075,11.6,7.21,7,43,11006,96,1250,478,84,55,52,129,80,878,13273
2000,10520,Estimated,Estimated using previous year's AADF on this link,Wales,Ceredigion,A44,TA,270000,280897,52.41058438,-3.91264307,A4159,A4120,13.8,8.57,9,46,2060,28,495,108,23,9,28,39,43,250,2879
2000,10522,Estimated,Estimated using previous year's AADF on this link,Wales,Swansea,A48,PA,264000,198990,51.67317138,-3.968186811,M4 jn47,M4 jn46,3,1.86,27,85,9517,81,778,258,70,1,8,24,4,365,10826
2000,10524,Estimated,Estimated using previous year's AADF on this link,Wales,Neath Port Talbot,A48,PA,276370,189985,51.59510559,-3.78621132,M4 jn41,A4107,1.8,1.12,10,274,17300,270,1301,1118,54,206,23,28,0,1429,20574
2000,10525,Estimated,Estimated using previous year's AADF on this link,Wales,Bridgend,A48,PA,286700,179800,51.50574014,-3.633864303,A4106,A473 Laleston,0.9,0.56,24,160,19330,200,2161,411,129,81,30,67,44,762,22613
2000,10526,Estimated,Estimated using previous year's AADF on this link,Wales,The Vale of Glamorgan,A48,PA,300000,174700,51.46241082,-3.440856181,A4222 Gibbet's Hill,A4222 Primrose Hill,2.6,1.62,2,103,6538,35,602,215,38,20,7,33,40,353,7631
2000,10527,Estimated,Estimated using previous year's AADF on this link,Wales,Cardiff,A48,PA,315040,177475,51.48981711,-3.225086775,A4161,A4119,1.4,0.87,41,163,24112,168,2931,380,76,30,18,31,34,569,27943
2000,10530,Estimated,Estimated using previous year's AADF on this link,Wales,Conwy,A547,PA,280003,377768,53.28326115,-3.801347564,A546,Narrow Lane,1.5,0.93,82,86,4667,84,1004,117,5,11,6,8,1,148,5989
2000,10532,Counted,Manual count,Wales,Flintshire,A55,TA,323000,369860,53.22019051,-3.154684912,A5026,A5119,6.2,3.85,2,127,30501,188,4603,1339,226,358,363,844,343,3473,38892
2000,10533,Counted,Manual count,Wales,Powys,A458,TA,299998,311553,52.69239728,-3.481054983,LA Boundary,B4395,10.1,6.28,4,15,2643,42,319,74,24,20,8,18,9,153,3172
2000,10535,Counted,Manual count,Wales,Neath Port Talbot,A465,TA,275000,197935,51.66624793,-3.808819736,A48 / A474,A4109,3.4,2.11,9,87,17412,142,2490,747,85,68,79,268,144,1391,21522
2000,10537,Estimated,Estimated using previous year's AADF on this link,Wales,Merthyr Tydfil,A465,TA,305000,208600,51.76799002,-3.378106631,A4054,A4060,5.1,3.17,3,48,9100,78,1330,772,74,136,103,214,158,1457,12013
2000,10538,Counted,Manual count,Wales,Blaenau Gwent,A465,TA,318000,212780,51.80762206,-3.190752084,A4046,A467,4.9,3.04,0,83,13546,146,1961,722,102,134,145,440,220,1763,17499
2000,10539,Counted,Manual count,Wales,Monmouthshire,A465,TA,332240,220000,51.87443729,-2.985664764,C-road to Triley  Mill,C-road Penbidwal towards Great Campston,5.8,3.6,9,51,4238,31,629,266,32,10,41,139,77,565,5514
2000,10540,Counted,Manual count,Wales,Conwy,A470,TA,280784,360180,53.12541847,-3.783065412,A5,A548 Heol Ddinbych (Denbigh St),6.4,3.98,27,212,4613,151,631,134,10,2,7,12,5,170,5777
2000,10541,Estimated,Estimated using previous year's AADF on this link,Wales,Gwynedd,A470,TA,272000,320000,52.76239261,-3.898384738,A496,A4212,17.4,10.81,3,26,2755,48,537,93,13,27,8,14,21,176,3542
2000,10542,Estimated,Estimated using previous year's AADF on this link,Wales,Powys,A470,TA,285100,310000,52.67548406,-3.700842648,A489,LA Boundary,9,5.59,0,20,1532,14,303,51,18,4,10,16,1,100,1969
2000,10544,Counted,Manual count,Wales,Powys,A470,TA,304263,251337,52.15198824,-3.400708777,A470 Castle Street,A470 roundabout,0.4,0.25,70,150,7060,113,1285,184,68,22,48,128,81,531,9139
2000,10545,Estimated,Estimated using previous year's AADF on this link,Wales,Powys,A470,TA,307024,230000,51.96068191,-3.354551658,A40,B4602,3,1.86,4,94,3201,33,630,180,63,23,42,95,84,487,4445
"2000,10547,Estimated,Estimated using previous year's AADF on this link,Wales,Merthyr Tydfil,A4054,PA,307600,200000,51.69112331,-3.338154284,""Commercial Terrace, Treharris"",""B4285 Bridge St, Troedyrhiw"",6.7,4.16,10,36,3152,71,375,84,4,1,0,3,8,100,3734"
"2000,10548,Estimated,Estimated using previous year's AADF on this link,Wales,""Rhondda, Cynon, Taff"",A470,TA,308350,189570,51.59749291,-3.324571462,A4054 roundabout,A4058,0.9,0.56,14,209,40408,347,4073,1831,166,117,144,281,276,2815,47852"
2000,10550,Estimated,Estimated using previous year's AADF on this link,Wales,Cardiff,A470,PA,318500,175960,51.47670788,-3.174913101,,,0.2,0.12,224,59,19824,363,2165,39,83,11,6,4,30,173,22584
2000,10551,Counted,Manual count,Wales,Pembrokeshire,A477,TA,204238,203139,51.69277955,-4.833808112,A4075,A4075,2.6,1.62,16,99,8732,71,1450,320,113,49,18,119,44,663,11015
2000,10552,Estimated,Estimated using previous year's AADF on this link,Wales,Powys,A479,TA,319700,219992,51.87269836,-3.167777037,A40,A4078,16.6,10.31,5,26,1628,11,264,46,11,6,5,14,19,101,2030
2000,10553,Counted,Manual count,Wales,Neath Port Talbot,A483,PA,270000,192955,51.62036021,-3.879223628,LA Boundary,B4290,2.4,1.49,20,135,25342,286,2417,630,123,196,90,243,144,1426,29606
2000,10555,Estimated,Estimated using previous year's AADF on this link,Wales,Carmarthenshire,A483,TA,262771,221764,51.8775105,-3.994956347,A476,A40,1.9,1.18,35,85,6876,117,1379,271,89,27,28,55,42,512,8969
2000,10556,Estimated,Estimated using previous year's AADF on this link,Wales,Powys,A483,TA,304484,251641,52.15475884,-3.397565271,A470,A481,0.8,0.5,8,102,4772,99,635,164,49,22,17,35,35,322,5930
2000,10557,Estimated,Estimated using previous year's AADF on this link,Wales,Powys,A483,TA,308440,280000,52.41031438,-3.347470495,B4356,B4355,18.9,11.74,4,16,1584,9,240,86,12,6,16,11,23,154,2003
2000,10560,Counted,Manual count,Wales,Wrexham,A483,TA,334700,355320,53.0910797,-2.976513956,A5156,B5102,4.6,2.86,0,184,26059,135,3319,1296,195,164,390,1072,1049,4166,33863
2000,10561,Counted,Manual count,Wales,Gwynedd,A487,TA,250000,365300,53.16363071,-4.245165809,A4086,A4087,9.1,5.65,5,145,12913,152,1428,432,65,59,42,72,41,711,15349
2000,10563,Estimated,Estimated using previous year's AADF on this link,Wales,Gwynedd,A487,TA,266600,340800,52.94795239,-3.986880516,A496W,A496E,0.2,0.12,15,94,6263,100,1009,182,31,20,30,28,30,321,7787
2000,10564,Estimated,Estimated using previous year's AADF on this link,Wales,Powys,A487,TA,273100,300017,52.58310852,-3.874389239,LA Boundary,A489,6.3,3.91,25,17,3439,20,425,186,28,6,11,16,7,254,4155
2000,10565,Counted,Manual count,Wales,Ceredigion,A487,TA,259156,278683,52.38800745,-4.071027166,A485,A4120,2.4,1.49,15,121,9791,108,1313,216,38,22,18,73,49,416,11749
2000,10567,Estimated,Estimated using previous year's AADF on this link,Wales,Pembrokeshire,A487,TA,200000,237900,52.00341676,-4.915155782,B4329,A40S,18.5,11.5,10,14,2828,53,496,123,15,0,10,0,3,151,3542
